,dist_meters_to_nearest_mrt,nearest_mrt_code,nearest_mrt_line,dist_meters_to_nearest_mall,nearest_mall_index,dist_meters_to_nearest_commercial_centre,nearest_commercial_centre_index,dist_meters_to_nearest_primary_school,nearest_primary_school_index,dist_meters_to_nearest_secondary_school,nearest_secondary_school_index
56,1001.1265884821638,ew1,ew,788.8982237750582,67,2273.171586304267,13,207.19030251093707,85,256.40516882880917,90
57,1084.075448031329,ns2,ns,1176.8460191070574,139,2113.086484075046,9,229.0456295262467,78,661.081357031876,20
58,303.09058529472117,dt14,dt,56.60490161065846,4,649.2329196981467,37,456.9630359395317,22,822.3198570459016,109
59,477.456426982602,ne8,ne,583.465854098435,11,1622.479632214283,29,603.868441467786,67,949.4096790185761,13
60,988.7402993031443,ne9,ne,1047.274982676332,18,1113.8204649528675,32,568.1431990381296,67,519.2949490754943,13
61,715.746142204745,ne16,ne,655.0251247895585,107,2647.6385419290878,16,388.59725137848034,138,869.2076564821713,36
62,793.6408430268208,dt10,dt,1129.632011850154,15,1237.4001614062158,29,317.9823882691256,6,470.6958244788949,4
63,279.50078133522175,dt14,dt,173.6152020541945,4,806.2719123840869,37,599.9756984237565,139,945.9919236842153,109
64,1051.3572473113597,ew1,ew,270.7329192617383,86,1156.5242983723429,15,601.0998982662679,93,1369.6170559842099,74
65,216.28050881533616,ns22,ns,160.58540882369766,50,2738.401780219559,25,1412.0611431169311,3,1253.5641374728261,37
66,1123.492524981392,ew6,ew,1146.7987948676964,63,3205.2059707009244,30,321.09306973314267,107,1066.2252938996746,131
67,843.9455124439295,cc12,cc,1284.6849532285316,56,1974.8409468887207,31,445.5302619832672,23,582.3310905587465,23
68,401.5761175477757,ns12,ns,370.98863307219415,100,3800.174778826499,19,879.0147336127982,1,505.4561219110927,1
69,1576.1110256257725,ns13,ns,1027.0616417100346,103,2644.7018682321436,2,379.6488094919064,104,511.5322640564195,85
70,329.9329169256995,dt11,dt,420.79166198657805,15,1369.4081360494288,29,952.0317986568151,6,1060.204248039493,4
71,616.639694582314,ne16,ne,565.9692224347313,107,2527.324854325714,16,516.1899549555849,138,691.220912973074,36
72,723.8853301692188,cc20,cc,907.8450805130888,19,1605.9488645092076,28,1086.1518444667238,97,1102.475584695672,100
73,323.6008293043683,ne8,ne,401.7138360410464,30,1394.7652213041822,29,211.73498943880838,50,1362.6099524740425,109
74,1738.0604759295024,ew24,ew,1292.5774541324552,147,1192.0557901375948,9,1258.6125524087968,16,1736.5666741284515,34
75,309.85169088648854,ew16,ew,500.2341645697619,51,1766.046002757336,0,276.12915874198694,20,1052.0215920914904,89
76,240.15856067003648,dt10,dt,1306.1518258688463,36,1965.2341118348395,29,1029.843472506562,6,523.2690060993224,114
77,656.9235719275727,cc6,cc,382.4224436421492,74,2252.831258705663,37,1355.5919323061562,139,1453.6243244298323,41
78,216.28050881533616,ns22,ns,160.58540882369766,50,2738.401780219559,25,1412.0611431169311,3,1253.5641374728261,37
79,502.65757750532026,dt33,dt,677.4544784794399,82,663.0017805878956,3,227.80216308029023,176,329.7755623971142,91
80,1657.665114111231,te1,te,1830.858592029899,98,2096.041203725909,4,1479.4667393494906,89,1242.4378307245674,72
81,340.6503066326477,ew27,ew,238.80487269846816,151,1749.894634768827,11,768.1576004125653,75,446.9059933189293,14
82,1330.4479014903318,dt5,dt,1395.951388849762,125,2227.9522552561684,9,385.60652617542684,16,1480.025961399241,20
83,280.65942745045794,ew11,ew,263.63817097922987,12,1674.8579785165068,37,598.323314787979,139,1645.2178558063563,109
84,687.7071417505975,dt2,dt,975.8906940929461,130,5166.456809211162,22,96.75538656820375,15,523.0457812361974,7
85,303.5766995772331,dt23,dt,618.8393387305879,11,1994.5958615574978,29,827.0055622272449,67,1040.983826159578,13
86,14.481926549698061,cc20,cc,1535.5592802370538,19,2272.941687654205,28,398.15067392648274,97,432.4015000103015,120
87,922.3643802757774,ns16,ns,1040.834376203319,95,2264.5177482688155,18,158.29768958573518,2,616.1778528423121,2
88,741.2388882328611,ne13,ne,262.26222832222527,123,1004.6167091016822,31,809.2671517731615,94,864.6163953550825,75
89,310.9708694451633,ew9,ew,1153.2395212313183,85,1260.6144458829453,30,544.9721444794229,58,554.0290318956633,51
90,370.02169963329885,ew15,ew,428.96095999455804,51,1864.412455507852,0,464.74420090012774,20,1542.6488541371082,89
91,855.6409262861538,dt20,dt,566.7449481772368,17,1596.9357238568991,37,1406.7667743470038,3,580.2461501098476,89
92,902.2329557216232,ns3,ns,1432.252425415956,139,3289.191720278787,1,506.1324815399921,41,164.87457663564194,40
93,1765.054234077884,ne16,ne,553.9702084122159,122,2015.0183143368747,18,614.6383554149893,132,487.7022599948684,93
94,836.215817477521,te3,te,840.6879442689747,93,1018.0063851217209,4,585.6196069734151,71,388.1900666236901,115
95,572.0318511075849,dt5,dt,434.9743547590989,127,4018.7260618381283,9,647.0206870736677,112,2681.8984288952474,79
96,742.2298115144827,cc21,cc,840.9736569084381,19,1483.8785078493336,28,1222.1135400365936,100,883.2528985726543,100
97,261.6725943696553,cc12,cc,985.8746550442161,110,1044.9208544491219,31,341.0564189622366,88,343.61535552351614,71
98,579.3004511882676,ew7,ew,524.0716202411809,71,562.6542156493557,30,750.399910300654,64,1028.7882487993777,126
99,491.0879548443457,ns11,ns,470.3993499413168,101,2085.227223743131,19,80.141880788332,18,433.03819959254207,22
100,977.1979653557775,cc20,cc,1550.8214263516422,19,2128.1544366305648,28,1337.4975973707265,97,1079.8525232121997,100
101,444.5777407899646,ns8,ns,999.7737867124556,98,1816.0025270437206,4,583.5180575799915,89,609.6045757177966,48
102,1078.2158754358932,cc15,cc,1105.9306302776445,21,1045.9488314047721,26,1256.808094607138,8,270.2172708724648,134
103,623.7597998699288,cc27,cc,693.6164585468971,144,1231.8166328779441,25,198.37631357244243,13,1220.7113199018536,18
104,1342.1317139270293,ns14,ns,442.14860450775734,103,2565.250276270338,2,677.9347342170017,101,470.78057111487135,85
105,533.0912903212794,dt27,dt,1189.3822431342544,81,1308.3039382782158,30,277.9897031238067,87,162.32564583517848,70
106,678.1487338396734,ns8,ns,547.5633829522732,98,1023.4976483993661,4,590.7117422378054,89,161.5194500860451,72
107,2072.965650338057,ne17,ne,797.8006196468768,118,1638.7372423556972,16,111.95440094441585,156,834.7293245384483,52
108,750.7234977709577,ne13,ne,821.6937344720851,109,1570.5210712291134,8,634.2540250845591,168,755.4493515545053,138
109,511.47335680514874,cc16,cc,1355.8293326707835,57,1370.2826905738614,26,467.85387567965915,90,645.2952129572832,101
110,1009.2039114545892,cc8,cc,631.2358255795633,72,1166.8949505819105,30,454.2171637186346,147,97.54340610953507,126
111,224.66357533704033,dt7,dt,881.3166872567448,156,2700.1899167249244,28,1260.4965487048287,126,835.250648260363,79
112,364.02091340850296,ne8,ne,515.4839953941763,30,1276.5756329525057,29,93.46504810391703,50,1414.0202314564112,109
113,828.7237220493657,ew7,ew,581.7053490448541,71,882.0538100742297,30,348.2434504672819,64,598.5425754949833,126
114,1208.110583972454,ns13,ns,1173.0486921664017,99,3778.0173084121525,2,694.2027616912266,32,409.0723860150459,86
115,343.40598685458457,ew28,ew,222.10491107658268,152,1443.6916178218542,11,378.4566528403876,75,713.405479120989,14
116,224.66357533704033,dt7,dt,881.3166872567448,156,2700.1899167249244,28,1260.4965487048287,126,835.250648260363,79
117,401.5761175477757,ns12,ns,370.98863307219415,100,3800.174778826499,19,879.0147336127982,1,505.4561219110927,1
118,241.54986384500333,cc15,cc,326.98865014088415,21,354.9427166098866,26,594.2072484169773,82,469.6749456183798,68
119,1141.2412031204685,cc28,cc,832.0912014780439,154,900.9778959298966,25,512.6498182589652,13,683.2424874870151,18
120,2145.394932655523,ns12,ns,2105.039282311834,91,4137.768193073631,19,1837.7155356333506,157,2580.7540977934696,22
121,1659.276548931039,ne13,ne,643.2915104589385,113,2276.9493834212126,31,192.6397361212545,130,257.53123608931617,15
122,1248.1379167309067,ns13,ns,774.6421695941757,103,2931.708276640411,2,304.6745162649267,70,323.65819362679923,85
123,399.16447335677657,ns12,ns,474.29452241159714,91,3439.0533677649105,19,686.8403045462867,133,1093.8118086096538,1
124,1288.0177609132622,dt1,dt,449.23772628474535,129,3652.3816942688954,22,283.6958417040013,61,497.4213905437244,146
125,917.9074455598061,ew17,ew,408.4588066564251,17,2442.4255170842807,37,594.1911892608524,3,721.129989978383,50
126,1294.5085844801836,ns13,ns,1248.8098625608186,99,3700.1345101303377,2,788.1146031268688,32,515.0385076807069,86
127,428.8419922757797,cc16,cc,960.2454121956275,57,1019.1597351253017,26,1295.3859451364672,90,504.91517744117976,134
128,1489.937999228665,dt5,dt,1541.8686791193393,127,2207.9858987170464,9,759.7969688690505,16,1753.8437357340515,34
129,1785.9416900285905,ew4,ew,1716.0330823364284,63,3810.518669508703,7,905.4529559205465,152,818.5897994782812,128
130,261.6725943696553,cc12,cc,985.8746550442161,110,1044.9208544491219,31,341.0564189622366,88,343.61535552351614,71
131,564.9044303961347,ns20,ns,277.62338835089923,58,539.620837038356,29,224.29551559098516,143,1145.7305662993542,4
132,294.8052214764922,ew16,ew,308.108456015039,38,1473.441828976526,0,697.5757864201606,20,772.506512955348,89
133,682.6977623312288,ew23,ew,530.5787393262945,145,1595.1205919113422,35,628.239664981302,113,258.73984124976437,78
134,1150.2998078603166,ew1,ew,721.6651709708512,87,2172.7682633783434,3,404.89871783268774,85,169.8212720522044,69
135,148.7054630208516,ns22,ns,173.8289546721022,50,2770.511995406015,29,1350.747580891191,3,1338.6061417710623,37
136,864.9366619054343,dt1,dt,742.3482240571025,129,3276.425488334287,22,419.75248578127224,161,114.84149352688155,132
137,584.1227029683419,ne16,ne,600.3781683241398,107,2236.1206404443083,16,168.33594914475518,36,166.08561852485778,36
138,1372.963758928905,dt2,dt,901.0760439360286,128,5043.009623646492,22,671.53562291372,178,688.5701024429774,53
139,446.78082345888095,cc29,cc,291.03453107619725,143,2862.9489455403923,25,1304.6063921588004,125,1399.72213442617,29
140,1294.5085844801836,ns13,ns,1248.8098625608186,99,3700.1345101303377,2,788.1146031268688,32,515.0385076807069,86
141,1679.7206309762435,ew1,ew,942.5301178380486,67,1359.010694294432,13,866.9519421549685,109,868.9434245803668,90
142,336.96909518931926,ew9,ew,1101.9519759604668,78,1203.0145138460528,30,190.7419293142126,58,98.64105847854023,51
143,927.410165082319,ne9,ne,860.0848495228587,56,1538.8222814476298,32,559.9019958697752,140,433.11685954834894,13
144,442.6312176329891,ne8,ne,532.359496565604,11,1642.4557808940394,29,657.243185657073,67,997.6026048963926,13
145,1489.937999228665,dt5,dt,1541.8686791193393,127,2207.9858987170464,9,759.7969688690505,16,1753.8437357340515,34
146,657.3594812238832,ns12,ns,589.1746813090069,91,4025.3522475558484,19,1173.7262301438661,32,1330.7458321065183,1
147,540.7704628710092,dt1,dt,526.1075554637305,132,4390.845584845954,22,663.9045041065281,137,750.2005306305954,47
148,470.8597966340266,ew28,ew,296.55265577465696,152,1455.3460069430087,11,210.5086364200144,75,283.68227239831333,14
149,1052.3461371317635,cc9,cc,666.1888232172961,71,1048.2180803007468,30,499.0805545981744,64,254.2835117706459,126
150,850.2149711931968,ns8,ns,570.0928962632333,98,1142.4634789895638,4,363.3405205892999,55,442.3837925571531,48
151,818.7860464423217,ew23,ew,666.180228577761,145,1458.6845730772102,35,737.5601954903386,113,267.2990933901024,78
152,399.1771798180785,dt10,dt,1216.241226716926,36,1653.9876448262098,29,717.821053711303,6,425.4586171091254,114
153,140.06135628988326,dt20,dt,302.54480856153197,9,760.5209273846646,37,971.758748259218,22,974.3734973264549,109
154,2062.5688906988476,ne16,ne,116.552080245148,122,1682.0957535633802,18,247.77380377191167,132,207.98648747879042,93
155,385.1516560560121,ns4,ns,457.0694033096926,135,3631.789746354195,22,742.1292156329739,37,439.9710963889759,19
156,613.1204798973428,ne11,ne,697.1524929463772,110,784.4613509118266,31,587.8095656798644,88,445.31070780393395,118
157,1176.0825767673198,ne16,ne,845.6644436545606,106,2030.5832597709568,16,311.53287221153766,119,544.3689070224101,144
158,663.5602386028427,ns23,ns,392.9359611428771,31,1939.2670245050974,37,1350.3361299391374,3,1481.1968766520906,50
159,283.0363100355193,dt8,dt,1709.7388868869775,156,3011.197169551425,28,166.33713673570642,126,245.31731813111952,80
160,1489.937999228665,dt5,dt,1541.8686791193393,127,2207.9858987170464,9,759.7969688690505,16,1753.8437357340515,34
161,418.2196324806153,dt7,dt,1272.8609774750269,156,2387.412061670889,28,1146.8071501562322,126,790.7520218150041,79
162,1708.9030743888018,cc14,cc,565.5901653749336,116,1642.571906029641,31,673.0436260662705,179,433.2032046845302,112
163,1498.2828900473057,ew28,ew,234.2128545085623,160,312.143495237836,11,321.4525508776922,115,630.375211837747,133
164,973.8028629704557,ne16,ne,904.2046306427391,107,2751.175021378131,12,248.84765308988827,138,703.3711858760175,77
165,859.035833291297,dt1,dt,358.93151840272134,129,3428.2204239999874,22,422.8675351190308,159,350.1021368338324,146
166,621.8118811633162,ew22,ew,579.7646365813819,153,764.9432226953239,28,904.2998928460479,66,749.5419202074619,5
167,1900.998307984371,ew6,ew,1508.6018811253318,76,3159.5123824813395,30,108.38654668200033,98,259.53322322119976,25
168,2856.0931591029166,cc29,cc,2663.0652452540617,142,4546.605580351752,0,3064.2301549170015,20,3752.2793216365108,29
169,1155.048336851169,ns19,ns,1035.576273697738,18,1074.681276110421,32,660.0913445703109,111,849.973963429532,13
170,759.7008366026623,dt11,dt,971.9843964302703,15,1341.2934282130725,29,465.8231258855556,6,622.464539070591,4
171,1664.4602354443384,ne16,ne,488.7702761669704,122,2084.6319468141796,18,652.4519251115044,132,276.46348808711133,93
172,1379.4636093493582,dt31,dt,1391.710938071878,65,1922.6166046014653,3,941.4591830535901,142,329.76659541519524,116
173,1384.3262917259478,ew26,ew,538.7612787907464,162,1167.6182780314155,1,971.1399422279992,83,207.5048502423729,62
174,403.09889682978763,ew9,ew,1301.5221169598192,78,1402.0882528608881,30,372.0687525412733,58,252.7906571727076,51
175,1010.1639272011494,dt2,dt,831.3019699278201,128,4881.938971794524,22,343.18694148506347,15,782.1692394099698,53
176,2085.737432279409,ne17,ne,654.3797332110306,119,1648.8766085659631,16,192.1862016296939,156,673.0832720897799,52
177,904.0127323727089,ew1,ew,476.26307747597315,86,1654.8288442593682,15,1286.8063726461562,93,1213.0280717793269,55
178,117.30057582915254,ne11,ne,868.535972344011,56,1390.2427185407653,31,543.1771433302384,23,568.1130988717077,23
179,329.9329169256995,dt11,dt,420.79166198657805,15,1369.4081360494288,29,952.0317986568151,6,1060.204248039493,4
180,904.0641497394813,ew22,ew,872.1365898495775,163,838.5847129538736,35,1394.6132963833745,49,556.3720353946683,82
181,1612.7827942366487,ns13,ns,1476.9570764460377,99,2917.653080436443,2,190.90446035863118,104,1026.0860067513415,85
182,820.4455825039114,ew23,ew,504.5482370635506,163,1637.5763291676487,35,890.2180854415493,35,198.71784246115348,78
183,266.04936677940236,ns4,ns,186.90536128346938,135,3584.7653708244175,22,811.3933229936513,150,580.7168598667068,30
184,323.9928731926967,cc14,cc,879.5988478464171,110,844.1991534341893,31,406.8349483270911,27,763.8607171923221,94
185,865.7841682029855,ns2,ns,903.6644884798212,139,2612.1736681939183,9,451.431204072318,78,659.8499248532845,56
186,2737.376243019693,ew6,ew,2072.6475636617456,63,4561.662041419583,30,1653.9762939561795,98,718.3374676899168,131
187,1384.3262917259478,ew26,ew,538.7612787907464,162,1167.6182780314155,1,971.1399422279992,83,207.5048502423729,62
188,616.4733082806208,cc22,cc,394.28680350980244,153,578.7642482758499,28,834.5354930609408,49,739.5561858121926,46
189,358.8038362775357,ew1,ew,354.0612711470461,84,1958.0009934240938,3,521.8562898507055,38,419.28560546541587,74
190,1968.9773266653187,ne16,ne,804.2484036707853,122,1834.4168001972907,2,766.7993392880638,132,829.9728885245589,93
191,798.2050230491234,dt31,dt,771.6072551861714,65,1284.949475683822,3,282.86175507590065,142,236.8407499785107,61
192,616.639694582314,ne16,ne,565.9692224347313,107,2527.324854325714,16,516.1899549555849,138,691.220912973074,36
193,856.5581723961006,ns13,ns,936.1714875888783,99,4346.182786008555,2,276.27504154405887,32,268.93840477606017,86
194,354.8022182803312,dt11,dt,601.1181795764415,58,877.4998507870005,29,756.4947362357785,143,993.9775731853846,4
195,1081.5084958167145,ns16,ns,945.7907315367983,116,2478.940312937509,18,458.1840240708182,2,933.0846160298362,39
196,197.46017483936114,ns20,ns,137.00837428340947,59,147.7104492633101,29,254.8630642058925,143,837.4744171302801,4
197,1109.9440466842093,ew23,ew,1172.6611867363426,146,2623.2760627182784,35,848.8189177472567,113,1133.5609960284578,108
198,429.90871833012017,ns5,ns,500.5333192111394,141,2157.2529668672173,22,60.02015459531209,171,321.43878404299846,103
199,789.892755035463,cc9,cc,403.3160910930906,71,786.226049196883,30,611.3988295674025,64,415.65820053825837,125
200,1200.5246018995158,ns16,ns,1083.7398785429941,116,1476.3069426725683,26,274.49861895339086,153,747.5187085248531,39
201,656.9235719275727,cc6,cc,382.4224436421492,74,2252.831258705663,37,1355.5919323061562,139,1453.6243244298323,41
202,861.6644463261807,dt3,dt,742.136889076757,136,3608.81497217743,9,877.7994516829131,84,1044.149291602155,56
203,1448.2654220574639,cc8,cc,414.8886111024893,72,2051.9170893956175,30,535.6916940056248,147,885.6151460279883,126
204,577.0931513297651,cc9,cc,191.49790285640654,71,570.0142861570527,30,752.7737665280824,64,588.3276189707924,125
205,729.4629908316606,ns23,ns,532.6536296378229,17,1527.2831415044648,37,1444.051118738983,3,866.888396566911,89
206,557.3112967580333,dt11,dt,620.1828699536436,58,665.5589229287771,29,362.8861155004095,6,345.49778490350445,4
207,74.19310245831419,ns14,ns,996.9238332226723,103,3941.220701913299,2,220.58313233035116,114,239.61542914677545,81
208,455.2585633551962,cc12,cc,1557.9314570235879,123,1744.5125473526155,31,684.8532766410718,88,157.8826266718745,8
209,1489.937999228665,dt5,dt,1541.8686791193393,127,2207.9858987170464,9,759.7969688690505,16,1753.8437357340515,34
210,477.456426982602,ne8,ne,583.465854098435,11,1622.479632214283,29,603.868441467786,67,949.4096790185761,13
211,785.1994321263621,ns19,ns,416.9870724257146,62,755.5881159072333,32,624.5055681433718,9,1089.5944903959635,26
212,1209.6924644263556,ne16,ne,878.4125657061651,111,2535.341852865474,18,346.4584860531541,4,643.7753206890409,77
213,631.1532266411256,ne15,ne,423.4675475365798,114,1227.7887444275368,12,416.3503745903638,95,452.11674743114537,76
214,1448.2654220574639,cc8,cc,414.8886111024893,72,2051.9170893956175,30,535.6916940056248,147,885.6151460279883,126
215,995.9776868536802,ne17,ne,479.9847459663241,118,610.0626546185787,16,150.15561410717834,106,430.3624536619944,98
216,418.2196324806153,dt7,dt,1272.8609774750269,156,2387.412061670889,28,1146.8071501562322,126,790.7520218150041,79
217,1447.5292423795513,dt31,dt,1212.833352732242,65,1743.023586210107,3,751.4426246403467,116,486.16420526239557,61
218,442.0963333043461,te6,te,1488.4802154007232,94,2859.458078859425,26,359.2669112493573,31,351.4321133879231,28
219,418.2196324806153,dt7,dt,1272.8609774750269,156,2387.412061670889,28,1146.8071501562322,126,790.7520218150041,79
220,305.5079028781076,ns12,ns,226.13367471434958,91,3963.3599120475774,19,1060.7008768948929,32,979.4475092977266,1
221,354.8022182803312,dt11,dt,601.1181795764415,58,877.4998507870005,29,756.4947362357785,143,993.9775731853846,4
222,1637.0903598657387,ew28,ew,365.5940430927475,160,225.35733237948762,11,437.4384220227301,115,582.3450643331065,133
223,477.456426982602,ne8,ne,583.465854098435,11,1622.479632214283,29,603.868441467786,67,949.4096790185761,13
224,729.4629908316606,ns23,ns,532.6536296378229,17,1527.2831415044648,37,1444.051118738983,3,866.888396566911,89
225,800.6515365900493,ns2,ns,823.8589104634711,139,2676.9098592320456,9,466.8860031706186,84,533.6825236067658,56
226,864.3980361418442,dt8,dt,1525.6736391640443,156,3574.01147757905,28,452.49129134170585,126,460.3017475021825,80
227,590.5927637619151,ew3,ew,688.4531703435237,69,1152.6930104421788,36,588.2383007310892,33,701.7106706238299,83
228,3139.9636270410556,cc29,cc,2962.488979971645,142,5446.863541954573,0,3818.3970136739413,26,4225.532958698964,29
229,1361.2754611200485,cc8,cc,1401.0999471884998,72,2423.0529232027698,30,1439.6071570739068,147,1018.9013429765741,32
230,858.6207889174881,dt5,dt,839.8506073297167,125,3132.503005743253,9,926.339375851125,16,1926.4732089669033,20
231,870.1061103421467,cc7,cc,963.6740899509267,75,2391.9126608167635,30,1465.9688497212824,80,294.38143561316866,41
232,660.7825191189406,ns5,ns,129.78333704749556,134,2741.998009505018,22,307.3688183143705,42,418.48759397010247,67
233,171.09967099028373,dt17,dt,139.96852594229884,27,669.171374978812,0,1540.6067389044724,20,1833.351123114421,89
234,822.3472480166574,cc13,cc,827.7419172037041,110,742.3763766740267,31,261.02768113876164,179,126.88308978747922,94
235,525.1934209200907,ns14,ns,645.3442920435346,103,3646.6611853121644,2,498.8098855751646,101,231.46376470593506,33
